#OTU ID,D. longicatena,B. caecicola-OTU51,R. lactaris-OTU0,B. caecicola-OTU4,F. magna,C. comes,B. caecicola-OTU86,P. ivorii,F. prausnitzii-OTU80,A. caccae,A. ruminis-OTU75,Ezakiella-OTU94,H. effluvii-OTU77,B. caecicola-OTU70,P. olsenii,E. oxidoreducens,P. chartae-OTU69,B. barnesiae,F. prausnitzii-OTU8,D. formicigenerans,R. gnavus,B. caecicola-OTU10,A. octavius,B. producta-OTU81,P. buccalis,Escherichia-Shigella-OTU88,B. producta-OTU32,B. hydrogenotrophica,E. peruensis,D. pneumosintes,F. saccharivorans,B. caecicola-OTU16,P. loveana
B. caecicola-OTU70,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.11111111111111116,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.4444444444444444,1.0,0.0,0.4444444444444444,0.3333333333333333,0.0,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.33333333333333337,0.11111111111111116,0.4444444444444444,0.0,0.0,0.0,0.33333333333333337,0.0,0.3333333333333333
P. olsenii,0.11111111111111116,0.33333333333333337,0.33333333333333337,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.11111111111111116,0.0,1.0,0.4444444444444444,0.4444444444444444,0.0,0.33333333333333337,0.0,0.2222222222222222,0.0,0.0,0.11111111111111116,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.11111111111111116,0.0,0.0,0.11111111111111116,0.11111111111111116,0.2222222222222222
E. oxidoreducens,0.0,0.33333333333333337,0.3333333333333333,0.33333333333333337,0.2222222222222222,0.0,0.11111111111111116,0.3333333333333333,0.33333333333333337,0.1111111111111111,0.2222222222222222,0.11111111111111116,0.4444444444444444,0.33333333333333337,0.4444444444444444,1.0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.11111111111111116,0.2222222222222222,0.2222222222222222,0.0,0.33333333333333337,0.0,0.0,0.33333333333333337,0.11111111111111116,0.3333333333333333,0.3333333333333333,0.0
P. chartae-OTU69,0.2222222222222222,0.0,0.33333333333333337,0.1111111111111111,0.11111111111111116,0.2222222222222222,0.2222222222222222,0.33333333333333337,0.0,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.3333333333333333,0.1111111111111111,1.0,0.2222222222222222,0.0,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.33333333333333337,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.11111111111111116,0.0,0.3333333333333333,0.33333333333333337
B. barnesiae,0.0,0.1111111111111111,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,1.0,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,0.11111111111111116,0.0,0.0,0.4444444444444444,0.3333333333333333,0.33333333333333337,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0
F. prausnitzii-OTU8,0.2222222222222222,0.33333333333333337,0.0,0.3333333333333333,0.11111111111111116,0.0,0.0,0.11111111111111116,0.1111111111111111,0.0,0.2222222222222222,0.4444444444444444,0.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0,0.4444444444444444,1.0,0.0,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.11111111111111116,0.0,0.2222222222222222,0.4444444444444444,0.11111111111111116,0.0,0.0,0.11111111111111116,0.4444444444444444
D. formicigenerans,0.1111111111111111,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.0,0.4444444444444444,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.33333333333333337,0.2222222222222222,0.1111111111111111,1.0,0.0,0.33333333333333337,0.11111111111111116,0.0,0.0,0.11111111111111116,0.0,0.0,0.2222222222222222,0.0,0.0,0.4444444444444444,0.4444444444444444
R. gnavus,0.1111111111111111,0.4444444444444444,0.0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.11111111111111116,0.0,0.2222222222222222,0.0,0.33333333333333337,0.0,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.0,0.33333333333333337,0.0,0.1111111111111111,0.1111111111111111,1.0,0.33333333333333337,0.0,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.33333333333333337,0.0,0.2222222222222222,0.0,0.4444444444444444
B. caecicola-OTU10,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.0,0.4444444444444444,0.0,0.0,0.2222222222222222,0.3333333333333333,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,1.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.4444444444444444,0.33333333333333337,0.0,0.0,0.0,0.0,0.2222222222222222
A. octavius,0.0,0.33333333333333337,0.4444444444444444,0.11111111111111116,0.0,0.11111111111111116,0.0,0.0,0.33333333333333337,0.1111111111111111,0.0,0.3333333333333333,0.11111111111111116,0.0,0.1111111111111111,0.4444444444444444,0.0,0.0,0.11111111111111116,0.0,0.0,0.0,1.0,0.4444444444444444,0.11111111111111116,0.0,0.0,0.11111111111111116,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222
B. producta-OTU81,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.11111111111111116,0.33333333333333337,0.2222222222222222,0.11111111111111116,0.0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.11111111111111116,1.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0
P. buccalis,0.33333333333333337,0.2222222222222222,0.11111111111111116,0.2222222222222222,0.2222222222222222,0.11111111111111116,0.11111111111111116,0.1111111111111111,0.2222222222222222,0.0,0.11111111111111116,0.2222222222222222,0.33333333333333337,0.33333333333333337,0.1111111111111111,0.0,0.11111111111111116,0.0,0.2222222222222222,0.11111111111111116,0.33333333333333337,0.11111111111111116,0.4444444444444444,0.11111111111111116,1.0,0.3333333333333333,0.0,0.11111111111111116,0.3333333333333333,0.0,0.0,0.4444444444444444,0.0
Escherichia-Shigella-OTU88,0.33333333333333337,0.33333333333333337,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.11111111111111116,0.0,0.2222222222222222,0.11111111111111116,0.11111111111111116,0.3333333333333333,0.11111111111111116,0.11111111111111116,0.4444444444444444,0.0,0.11111111111111116,0.4444444444444444,0.2222222222222222,0.0,0.0,0.3333333333333333,1.0,0.33333333333333337,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222
B. producta-OTU32,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.11111111111111116,0.0,0.11111111111111116,0.0,0.11111111111111116,0.1111111111111111,0.1111111111111111,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.4444444444444444,1.0,0.0,0.0,0.0,0.3333333333333333,0.4444444444444444,0.0
B. hydrogenotrophica,0.33333333333333337,0.4444444444444444,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.0,0.0,0.11111111111111116,0.1111111111111111,0.11111111111111116,0.11111111111111116,0.0,0.33333333333333337,0.4444444444444444,0.4444444444444444,0.0,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.0,0.11111111111111116,0.4444444444444444,0.0,1.0,0.0,0.0,0.4444444444444444,0.4444444444444444,0.11111111111111116
E. peruensis,0.0,0.11111111111111116,0.11111111111111116,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.11111111111111116,0.0,0.0,0.11111111111111116,0.4444444444444444,0.0,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.4444444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.1111111111111111
D. pneumosintes,0.0,0.33333333333333337,0.2222222222222222,0.11111111111111116,0.0,0.11111111111111116,0.11111111111111116,0.0,0.0,0.0,0.0,0.1111111111111111,0.11111111111111116,0.11111111111111116,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.11111111111111116,0.3333333333333333,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.33333333333333337,0.0
F. saccharivorans,0.4444444444444444,0.3333333333333333,0.0,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.0,0.11111111111111116,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.4444444444444444,0.4444444444444444,0.0,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.4444444444444444,0.4444444444444444,0.11111111111111116,0.0,1.0,0.3333333333333333,0.11111111111111116
B. caecicola-OTU16,0.0,0.4444444444444444,0.2222222222222222,0.0,0.0,0.4444444444444444,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.33333333333333337,0.0,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.4444444444444444,0.11111111111111116,0.0,0.0,0.33333333333333337,0.33333333333333337,0.0,0.4444444444444444,0.4444444444444444,0.0,0.2222222222222222,0.4444444444444444,1.0,0.11111111111111116
P. loveana,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.33333333333333337,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.33333333333333337,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.11111111111111116,0.0,0.11111111111111116,0.33333333333333337,0.3333333333333333,0.33333333333333337,0.4444444444444444,0.0,0.0,0.33333333333333337,0.0,0.11111111111111116,0.0,0.0,0.0,0.4444444444444444,1.0
